year,month,location,wholesale_price,retail_price
2018,8,Embilipitiya,,55.63
2018,8,Dabulla,10.30,50.00
2018,8,Hanguranketha,46.19,54.25
2018,8,Galle,,
2018,8,Thabuththegama,11.05,41.25
2018,8,Thissamaharama,33.38,50.50
2018,8,Kandy,24.00,65.00
2018,8,Polonnaruwa,,
2018,8,Galenbidunuwewa,,
2018,8,Kilinochchi,,
2018,8,Kegalle,,61.00
2018,8,Nuwara Eliya,26.50,51.50
2018,8,Rathnapura,,
2018,8,Mullathivu,,80.63
2018,8,Jaffna,,
2018,8,Puttalam,12.85,56.00
2018,8,Gampaha,,77.00
2018,8,Kaluthara,,57.00
2018,8,Batticaloa,,
2018,8,Meegoda,21.10,72.00
2018,8,Badulla,32.75,76.00
2018,8,Hambanthota,22.05,35.50
2018,8,Monaragala,26.67,58.75
2018,8,Colombo,12.15,83.26
2018,8,Veyangoda,,
2018,8,Anuradapuraya,,66.00
2018,9,Keppetipola,,
2018,9,Kurunegala,,47.33
2018,9,Ampara,,75.50
2018,9,Matale,,
2018,9,Vavuniya,34.43,66.00
2018,9,Mannar,,
2018,9,Trinco,,
2018,9,Matara,35.63,57.50
2018,9,Bandarawela,,
2018,9,Dehiattakandiya,,
2018,9,Nikaweratiya,,
2018,9,Embilipitiya,,60.63
2018,9,Dabulla,19.90,53.38
2018,9,Hanguranketha,36.00,54.00
2018,9,Galle,,
2018,9,Thabuththegama,17.25,43.13
2018,9,Thissamaharama,44.00,61.00
2018,9,Kandy,30.50,58.00
2018,9,Polonnaruwa,,57.50
2018,9,Galenbidunuwewa,,
2018,9,Kilinochchi,,
2018,9,Kegalle,,61.00
2018,9,Nuwara Eliya,32.00,59.00
2018,9,Rathnapura,,70.00
2018,9,Mullathivu,,74.17
2018,9,Jaffna,,
2018,9,Puttalam,15.20,56.00
2018,9,Gampaha,,92.50
2018,9,Kaluthara,,74.00
2018,9,Batticaloa,,
2018,9,Meegoda,28.50,76.50
2018,9,Badulla,38.75,77.00
2018,9,Hambanthota,29.75,46.25
2018,9,Monaragala,30.83,63.13
2018,9,Colombo,27.29,92.49
2018,9,Veyangoda,,
2018,9,Anuradapuraya,,69.50
2018,10,Keppetipola,,
2018,10,Kurunegala,,82.93
2018,10,Ampara,,108.80
2018,10,Matale,,
2018,10,Vavuniya,45.40,81.60
2018,10,Mannar,,
2018,10,Trinco,,
2018,10,Matara,42.50,72.38
2018,10,Bandarawela,,
2018,10,Dehiattakandiya,,
2018,10,Nikaweratiya,,
2018,10,Embilipitiya,,101.76
2018,10,Dabulla,41.00,80.40
2018,10,Hanguranketha,53.80,73.05
2018,10,Galle,,
2018,10,Thabuththegama,38.40,65.50
2018,10,Thissamaharama,42.00,58.00
2018,10,Kandy,46.40,83.20
2018,10,Polonnaruwa,,93.50
2018,10,Galenbidunuwewa,,
2018,10,Kilinochchi,,104.00
2018,10,Kegalle,,90.40
2018,10,Nuwara Eliya,52.20,80.80
2018,10,Rathnapura,69.67,98.00
2018,10,Mullathivu,,83.75
2018,10,Jaffna,,
2018,10,Puttalam,38.84,100.00
2018,10,Gampaha,,104.00
2018,10,Kaluthara,,84.00
2018,10,Batticaloa,,90.00
2018,10,Meegoda,61.60,112.00
2018,10,Badulla,61.60,116.80
2018,10,Hambanthota,41.60,60.80
2018,10,Monaragala,64.67,101.33
2018,10,Colombo,48.00,113.93
2018,10,Veyangoda,,
2018,10,Anuradapuraya,,87.20
